city,Chambres,Surface_totale_m²,Salles_de_bain,Prix,ipai_t4_2024
Khouribga,5,309.67199999999997,3.0,1700001,10.35
Khounifra,3,178.94,3.0,956930,10.35
Khounifra,4,156.032,3.0,711851,10.35
Khounifra,5,246.468,3.0,1135556,10.35
Khounifra,4,168.636,2.0,1120585,10.35
Khounifra,6,276.828,4.0,1693654,10.35
Khounifra,5,238.55599999999998,3.0,1163454,10.35
Khounifra,5,248.03199999999998,4.0,1164616,10.35
Khounifra,4,176.272,2.0,1158694,10.35
Khounifra,5,239.66,3.0,1357160,10.35
Khounifra,6,241.59199999999998,3.0,1135846,10.35
Khounifra,5,263.12,4.0,1218570,10.35
Khounifra,3,200.56,2.0,985855,10.35
Khounifra,6,308.292,4.0,1801147,10.35
Khounifra,4,161.184,2.0,810447,10.35
Khounifra,5,319.608,4.0,1687810,10.35
Khounifra,1,111.688,1.0,758192,10.35
Khounifra,4,169.464,3.0,1016370,10.35
Khounifra,5,229.908,4.0,1394492,10.35
Khounifra,1,106.076,2.0,762117,10.35
Khounifra,6,321.264,4.0,1712683,10.35
Khounifra,1,103.96,1.0,745597,10.35
Khounifra,3,219.696,3.0,1013720,10.35
Khounifra,2,117.024,2.0,848849,10.35
Khounifra,3,219.42,3.0,1183303,10.35
Khounifra,5,239.56799999999998,4.0,1106823,10.35
Khounifra,5,278.024,3.0,1674112,10.35
Khounifra,2,95.67999999999999,1.0,475749,10.35
Khounifra,2,72.956,1.0,617883,10.35
Khounifra,5,268.916,3.0,1272819,10.35
Khounifra,2,93.012,2.0,614332,10.35
Khounifra,5,282.532,4.0,1541001,10.35
Khounifra,4,127.328,2.0,879950,10.35
Khounifra,5,279.956,3.0,1578445,10.35
Khounifra,3,208.472,3.0,922705,10.35
Khounifra,6,243.34,3.0,1337719,10.35
Khounifra,6,304.06,4.0,1614781,10.35
Khounifra,5,293.48,3.0,1485089,10.35
Khounifra,4,147.66,2.0,876887,10.35
Khounifra,1,95.67999999999999,1.0,599638,10.35
Khounifra,6,317.12399999999997,3.0,1854179,10.35
Khounifra,4,202.032,3.0,1057582,10.35
Khounifra,2,104.512,1.0,875078,10.35
Khounifra,3,189.888,3.0,934493,10.35
Khounifra,3,159.804,2.0,690743,10.35
Khounifra,6,239.384,4.0,1182768,10.35
Khounifra,4,139.012,3.0,904950,10.35
Khounifra,6,285.2,3.0,1450180,10.35
Khounifra,6,252.908,3.0,1279516,10.35
Khounifra,3,138.0,2.0,946766,10.35
Khounifra,1,103.684,1.0,713574,10.35
Khounifra,6,240.396,3.0,1282440,10.35
Khounifra,5,276.828,3.0,1406279,10.35
Khounifra,6,232.668,4.0,1422129,10.35
Khounifra,5,268.456,3.0,1300094,10.35
Khounifra,5,235.06,4.0,1208676,10.35
Bjaad,6,316.664,3.0,1666706,10.35
Bjaad,4,131.284,2.0,926610,10.35
Bjaad,6,294.216,4.0,1856015,10.35
Bjaad,6,272.964,4.0,1289391,10.35
Bjaad,6,296.884,4.0,1877452,10.35
Bjaad,5,245.548,4.0,1228166,10.35
Bjaad,4,170.2,2.0,1035353,10.35
Bjaad,4,145.084,3.0,787957,10.35
Bjaad,3,215.648,3.0,1175570,10.35
Bjaad,5,247.84799999999998,4.0,1165369,10.35
Settat,5,319.884,4.0,1776021,10.35
Settat,1,70.104,2.0,659856,10.35
Settat,5,320.528,3.0,1475916,10.35
Settat,2,118.588,1.0,834050,10.35
Settat,4,188.784,3.0,1123703,10.35
Settat,6,247.112,4.0,1246528,10.35
Settat,3,213.716,3.0,1076150,10.35
Settat,1,93.104,1.0,525439,10.35
Settat,5,244.996,3.0,1132152,10.35
Settat,1,108.56,1.0,927507,10.35
Settat,4,134.136,1.0,791351,10.35
Settat,3,184.92,3.0,1000388,10.35
Settat,5,250.7,4.0,1397952,10.35
Settat,2,87.124,2.0,409075,10.35
Settat,5,262.936,4.0,1324398,10.35
Settat,6,262.2,4.0,1314748,10.35
Settat,5,277.104,4.0,1811688,10.35
Settat,4,128.708,1.0,855947,10.35
Settat,5,255.208,4.0,1310937,10.35
Settat,3,194.304,2.0,1020871,10.35
Settat,6,233.128,4.0,1234172,10.35
Settat,4,197.248,2.0,1081096,10.35
Settat,5,274.068,3.0,1158476,10.35
Settat,4,149.684,2.0,945913,10.35
Settat,6,296.14799999999997,3.0,1764975,10.35
Settat,6,279.956,3.0,1479325,10.35
Settat,2,91.632,1.0,458226,10.35
Settat,6,235.06,4.0,1294163,10.35
Settat,5,254.472,3.0,1131510,10.35
Settat,3,140.3,2.0,923900,10.35
Settat,6,273.516,3.0,1185198,10.35
Settat,5,272.228,4.0,1258999,10.35
Settat,3,129.812,1.0,890993,10.35
Settat,4,209.852,3.0,1131849,10.35
Settat,6,240.948,4.0,1357019,10.35
Settat,5,226.504,3.0,1126490,10.35
Settat,1,113.16,1.0,736783,10.35
Settat,3,185.472,2.0,1113362,10.35
Settat,5,258.98,3.0,1125995,10.35
Settat,4,172.316,3.0,976656,10.35
Settat,5,277.84,3.0,1816067,10.35
Settat,6,301.484,4.0,1494606,10.35
Settat,4,159.712,2.0,770551,10.35
Settat,6,305.256,3.0,1469945,10.35
Settat,1,100.74,1.0,550479,10.35
Settat,1,76.636,2.0,409791,10.35
Settat,2,108.652,2.0,935457,10.35
Settat,6,257.784,4.0,1255716,10.35
Settat,2,106.16799999999999,2.0,870383,10.35
Settat,1,105.8,1.0,889497,10.35
Settat,5,293.572,3.0,1579172,10.35
Settat,6,222.732,3.0,1183752,10.35
Settat,6,258.888,4.0,1442413,10.35
Settat,3,186.11599999999999,3.0,1098928,10.35
Settat,6,288.144,4.0,1674333,10.35
Settat,5,278.392,4.0,1685256,10.35
Settat,6,253.27599999999998,3.0,1116079,10.35
Settat,6,283.63599999999997,4.0,1787691,10.35
Settat,1,86.572,2.0,480665,10.35
Settat,6,267.996,3.0,1293305,10.35
Settat,2,77.096,1.0,464931,10.35
Settat,5,304.428,4.0,1466950,10.35
Settat,4,159.252,2.0,895225,10.35
Settat,5,306.268,3.0,1807270,10.35
Settat,5,230.368,3.0,1435428,10.35
Settat,2,72.036,2.0,638107,10.35
Settat,5,248.4,4.0,1179830,10.35
Settat,2,106.628,1.0,812896,10.35
Settat,6,310.592,4.0,1769763,10.35
Settat,6,239.56799999999998,3.0,1134581,10.35
Settat,3,179.85999999999999,3.0,1116702,10.35
Settat,3,145.176,3.0,822583,10.35
Settat,4,198.628,2.0,962019,10.35
Settat,4,195.5,2.0,970008,10.35
Settat,1,78.016,1.0,569789,10.35
Berrched,6,227.05599999999998,4.0,1218269,10.35
Berrched,1,75.44,2.0,502439,10.35
Berrched,3,212.152,3.0,930568,10.35
Berrched,6,282.9,4.0,1899965,10.35
Berrched,1,111.688,1.0,812574,10.35
Berrched,2,88.688,1.0,542623,10.35
Berrched,2,81.512,2.0,609115,10.35
Berrched,5,280.692,4.0,1422768,10.35
Berrched,3,154.56,3.0,871138,10.35
Berrched,6,277.104,4.0,1449548,10.35
Berrched,4,202.952,3.0,1125969,10.35
Berrched,3,216.292,2.0,1050422,10.35
Berrched,3,160.816,3.0,781025,10.35
Berrched,4,172.59199999999998,3.0,944035,10.35
Berrched,5,320.15999999999997,3.0,1433285,10.35
Berrched,6,223.008,3.0,1387040,10.35
Berrched,4,159.896,3.0,878572,10.35
Berrched,6,309.67199999999997,3.0,1769145,10.35
Berrched,3,170.844,3.0,996482,10.35
Berrched,6,232.76,4.0,1388920,10.35
Berrched,6,240.672,4.0,1101867,10.35
Berrched,4,132.204,1.0,798956,10.35
Berrched,4,166.244,3.0,1089862,10.35
Berrched,5,317.492,3.0,1602093,10.35
Berrched,1,84.64,1.0,509216,10.35
Berrched,5,272.32,4.0,1300514,10.35
Berrched,6,261.096,3.0,1205172,10.35
Berrched,4,177.376,2.0,1197185,10.35
Berrched,3,158.332,2.0,912518,10.35
Berrched,5,294.032,4.0,1593937,10.35
Berrched,4,217.672,3.0,1113740,10.35
Berrched,1,112.148,1.0,769315,10.35
Berrched,5,269.74399999999997,3.0,1102048,10.35
Berrched,6,317.584,4.0,1542173,10.35
Berrched,4,164.68,3.0,901184,10.35
Berrched,2,102.12,1.0,846217,10.35
Berrched,6,293.664,4.0,1430737,10.35
Berrched,6,258.336,4.0,1361924,10.35
Berrched,6,230.09199999999998,3.0,1105947,10.35
Azilal,5,294.492,4.0,1622855,10.35
Azilal,6,224.296,4.0,1294419,10.35
Marrakech,3,135.976,2.0,905635,10.9
Marrakech,5,277.38,4.0,1558258,10.9
Marrakech,6,269.376,4.0,1241774,10.9
Marrakech,1,100.372,1.0,625384,10.9
Marrakech,4,187.036,2.0,1147982,10.9
Marrakech,4,171.672,2.0,1140796,10.9
Marrakech,5,237.728,3.0,1205495,10.9
Marrakech,6,280.6,3.0,1878820,10.9
Marrakech,6,258.704,4.0,1367273,10.9
Marrakech,3,206.172,2.0,1014019,10.9
Marrakech,4,198.904,3.0,1016420,10.9
Marrakech,3,220.524,3.0,933288,10.9
Marrakech,3,190.164,3.0,925855,10.9
Marrakech,5,262.2,3.0,1416154,10.9
Marrakech,3,132.84799999999998,1.0,911318,10.9
Marrakech,6,267.352,3.0,1317663,10.9
Marrakech,3,127.88,1.0,897733,10.9
Marrakech,3,200.928,2.0,1196237,10.9
Marrakech,3,166.98,2.0,939786,10.9
Marrakech,3,171.488,2.0,1057609,10.9
Marrakech,2,104.604,1.0,900801,10.9
Marrakech,1,91.172,1.0,460534,10.9
Marrakech,3,149.132,2.0,757790,10.9
Marrakech,4,150.60399999999998,2.0,705621,10.9
Marrakech,6,249.78,4.0,1226789,10.9
Marrakech,4,154.744,3.0,885180,10.9
Marrakech,6,288.604,3.0,1860609,10.9
Marrakech,6,283.912,4.0,1727055,10.9
Marrakech,1,89.056,2.0,639139,10.9
Marrakech,5,292.1,3.0,1730881,10.9
Marrakech,5,298.54,3.0,1500021,10.9
Marrakech,5,269.284,4.0,1313898,10.9
Marrakech,6,308.752,4.0,1754948,10.9
Marrakech,1,87.032,2.0,688625,10.9
Marrakech,3,172.316,2.0,965626,10.9
Marrakech,5,279.496,4.0,1877502,10.9
Marrakech,4,189.244,2.0,1178355,10.9
Marrakech,4,144.34799999999998,3.0,928049,10.9
Marrakech,5,230.27599999999998,3.0,1180599,10.9
Marrakech,5,275.816,4.0,1113872,10.9
Marrakech,5,299.828,4.0,1508546,10.9
Marrakech,6,299.644,3.0,1620833,10.9
Marrakech,3,194.57999999999998,2.0,1014716,10.9
Marrakech,2,91.172,2.0,440747,10.9
Marrakech,3,197.984,3.0,1004045,10.9
Marrakech,4,161.644,2.0,852524,10.9
Marrakech,6,302.956,4.0,1801933,10.9
Marrakech,3,192.096,2.0,1056380,10.9
Marrakech,6,275.448,3.0,1266120,10.9
Marrakech,4,140.852,3.0,858888,10.9
Marrakech,4,173.328,3.0,1016219,10.9
Marrakech,4,178.02,2.0,1052198,10.9
Marrakech,2,96.78399999999999,1.0,513662,10.9
Marrakech,4,153.272,3.0,731774,10.9
Marrakech,5,242.78799999999998,3.0,1127139,10.9
Marrakech,3,127.788,2.0,763542,10.9
Marrakech,3,207.368,3.0,1066702,10.9
Marrakech,1,100.188,2.0,536639,10.9
Marrakech,3,171.488,2.0,1043591,10.9
Marrakech,6,224.572,4.0,1184695,10.9
Marrakech,3,206.724,2.0,1184952,10.9
Marrakech,3,164.956,2.0,745124,10.9
Marrakech,4,121.164,2.0,940545,10.9
Marrakech,3,141.68,3.0,931652,10.9
Marrakech,3,162.656,2.0,738223,10.9
Marrakech,3,148.304,3.0,767293,10.9
Marrakech,3,124.568,1.0,823926,10.9
Marrakech,3,219.60399999999998,2.0,1153165,10.9
Marrakech,3,178.112,2.0,1169342,10.9
Marrakech,3,186.024,2.0,1022224,10.9
Marrakech,4,155.204,2.0,720563,10.9
Marrakech,3,121.716,1.0,769055,10.9
Marrakech,3,160.356,3.0,810205,10.9
Marrakech,6,266.524,4.0,1316449,10.9
Marrakech,4,155.664,2.0,712745,10.9
Marrakech,1,104.05199999999999,1.0,704628,10.9
Marrakech,3,193.844,3.0,1016739,10.9
Marrakech,6,305.716,4.0,1633034,10.9
Marrakech,1,100.096,1.0,605218,10.9
Marrakech,3,126.316,2.0,831232,10.9
Marrakech,1,96.876,1.0,573429,10.9
Marrakech,1,91.816,2.0,422333,10.9
Marrakech,3,214.176,3.0,1061489,10.9
Marrakech,5,247.94,3.0,1435770,10.9
Marrakech,4,206.07999999999998,2.0,977839,10.9
Marrakech,5,248.584,4.0,1141848,10.9
Marrakech,2,73.048,2.0,600013,10.9
Marrakech,5,253.828,3.0,1345193,10.9
Marrakech,1,80.408,1.0,425159,10.9
Marrakech,5,243.156,3.0,1286841,10.9
Marrakech,6,256.68,4.0,1161966,10.9
Marrakech,3,135.976,1.0,867463,10.9
Marrakech,5,238.55599999999998,4.0,1342626,10.9
Marrakech,1,70.564,1.0,530646,10.9
Marrakech,5,297.988,3.0,1679795,10.9
Marrakech,5,233.036,3.0,1147120,10.9
Marrakech,5,222.82399999999998,4.0,1197152,10.9
Marrakech,2,113.988,2.0,763534,10.9
Marrakech,4,189.33599999999998,3.0,924732,10.9
Tanger,2,115.368,1.0,718997,17.7
Tanger,2,95.864,2.0,406707,17.7
Tanger,4,189.244,3.0,952024,17.7
Tanger,6,259.164,4.0,1224617,17.7
Tanger,1,89.148,2.0,618085,17.7
Tanger,3,150.60399999999998,3.0,753945,17.7
Tanger,5,258.428,3.0,1411045,17.7
Tanger,4,166.06,3.0,1095175,17.7
Tanger,6,226.136,3.0,1238457,17.7
Tanger,4,120.336,1.0,743089,17.7
Tanger,5,223.192,4.0,1160942,17.7
Tanger,6,275.08,4.0,1387687,17.7
Tanger,4,212.52,2.0,1060708,17.7
Tanger,5,235.704,3.0,1203334,17.7
Tanger,2,73.876,1.0,553237,17.7
Tanger,1,75.624,2.0,535271,17.7
Tanger,6,279.588,3.0,1483610,17.7
Tanger,2,99.728,1.0,463685,17.7
Tanger,3,122.636,2.0,841318,17.7
Tanger,3,190.624,3.0,1189779,17.7
Tanger,6,222.456,4.0,1194629,17.7
Tanger,3,164.588,3.0,717774,17.7
Tanger,3,169.188,3.0,1126669,17.7
Tanger,3,169.28,2.0,1051633,17.7
Tanger,6,237.176,3.0,1415718,17.7
Tanger,6,311.972,4.0,1719853,17.7
Tanger,6,275.448,3.0,1307588,17.7
Tanger,5,228.344,4.0,1322183,17.7
Tanger,6,320.804,3.0,1653393,17.7
Tanger,2,89.792,2.0,507933,17.7
Tanger,2,118.956,1.0,796474,17.7
Tanger,5,308.476,4.0,1619243,17.7
Tanger,5,300.472,3.0,1700641,17.7
Tanger,1,95.496,2.0,600782,17.7
Tanger,5,297.068,3.0,1670074,17.7
Tanger,5,269.928,3.0,1414475,17.7
Tanger,2,93.932,2.0,459092,17.7
Tanger,1,111.32,2.0,683011,17.7
Tanger,3,168.084,2.0,1039252,17.7
Tanger,6,275.816,4.0,1179676,17.7
Tanger,6,244.076,3.0,1371739,17.7
Tanger,4,213.34799999999998,3.0,1031124,17.7
Tanger,3,205.804,3.0,1051550,17.7
Tanger,5,234.876,3.0,1381799,17.7
Tanger,3,197.432,2.0,1100906,17.7
Tanger,6,281.336,3.0,1427848,17.7
Tanger,1,75.80799999999999,2.0,605103,17.7
Tanger,3,203.964,3.0,1085541,17.7
Tanger,5,299.92,3.0,1875357,17.7
Tanger,4,195.684,3.0,954675,17.7
Tanger,3,201.94,3.0,975756,17.7
Tanger,1,69.92,2.0,487332,17.7
Tanger,4,220.432,2.0,1038847,17.7
Tanger,3,190.256,3.0,1187232,17.7
Tanger,6,264.316,4.0,1282294,17.7
Tanger,3,186.76,2.0,996125,17.7
Tanger,4,170.936,3.0,995071,17.7
Tanger,6,273.976,4.0,1133377,17.7
Tanger,3,188.968,2.0,1144640,17.7
Tanger,3,155.204,3.0,687643,17.7
Tanger,5,224.296,4.0,1305932,17.7
Tanger,4,200.928,3.0,1022252,17.7
Tanger,3,176.548,3.0,1133435,17.7
Tanger,2,92.92,1.0,438458,17.7
Tanger,4,219.236,2.0,1199325,17.7
Tanger,6,275.264,4.0,1387155,17.7
Tanger,1,114.53999999999999,2.0,828256,17.7
Tanger,4,195.776,2.0,1069200,17.7
Tanger,4,208.564,3.0,1054602,17.7
Tanger,5,293.112,3.0,1531110,17.7
Tanger,3,130.548,2.0,787455,17.7
Tanger,5,299.092,4.0,1447851,17.7
Tanger,6,276.644,3.0,1768870,17.7
Tanger,6,251.804,3.0,1388073,17.7
Tanger,1,78.108,1.0,694432,17.7
Tanger,4,212.06,3.0,1149696,17.7
Tanger,1,80.316,1.0,554776,17.7
Tanger,5,283.728,3.0,1773867,17.7
Tanger,2,75.80799999999999,1.0,640605,17.7
Tanger,6,283.268,4.0,1628902,17.7
Tanger,1,93.748,2.0,693355,17.7
Tanger,5,306.544,4.0,1519782,17.7
Tanger,6,306.36,3.0,1892907,17.7
Tanger,4,174.34,3.0,967657,17.7
Tanger,3,196.88,3.0,1172248,17.7
Tanger,5,256.496,4.0,1132182,17.7
Tanger,1,73.692,1.0,691369,17.7
Tanger,1,88.504,2.0,676404,17.7
Tanger,4,183.908,3.0,1045252,17.7
Tanger,3,216.384,2.0,1052183,17.7
Tanger,6,228.62,3.0,1232003,17.7
Tanger,4,198.352,3.0,1014096,17.7
Tanger,4,168.912,2.0,1005717,17.7
Tanger,3,134.78,1.0,726166,17.7
Tanger,3,172.316,3.0,1167257,17.7
Tanger,6,267.444,3.0,1234174,17.7
Tanger,1,83.444,1.0,685870,17.7
Tanger,3,123.096,1.0,687952,17.7
Tanger,6,248.492,3.0,1173808,17.7
Tanger,3,197.524,3.0,925734,17.7
Kentitra,4,185.012,2.0,1158149,10.35
Kentitra,2,105.432,2.0,918997,10.35
Kentitra,4,192.004,3.0,948362,10.35
Kentitra,3,174.708,2.0,1091948,10.35
Kentitra,5,247.756,4.0,1370911,10.35
Kentitra,4,152.444,3.0,934039,10.35
Kentitra,4,145.912,2.0,816968,10.35
Kentitra,4,147.476,3.0,748175,10.35
Kentitra,4,194.856,3.0,1193099,10.35
Kentitra,3,126.96,1.0,865612,10.35
Kentitra,6,221.444,4.0,1295491,10.35
Kentitra,5,240.57999999999998,3.0,1358649,10.35
Kentitra,4,173.42,3.0,1175495,10.35
Kentitra,6,283.084,3.0,1498026,10.35
Kentitra,3,189.612,2.0,1050438,10.35
Kentitra,3,158.516,2.0,681689,10.35
Kentitra,5,261.096,4.0,1141280,10.35
Kentitra,6,263.67199999999997,3.0,1191141,10.35
Kentitra,2,74.79599999999999,1.0,545444,10.35
Kentitra,4,126.03999999999999,2.0,713264,10.35
Kentitra,4,151.156,3.0,807756,10.35
Kentitra,3,137.172,2.0,711168,10.35
Kentitra,5,313.26,3.0,1686220,10.35
Kentitra,3,121.072,2.0,911424,10.35
Kentitra,1,109.204,2.0,794474,10.35
Kentitra,4,212.704,2.0,1150176,10.35
Kentitra,2,109.02,2.0,719639,10.35
Kentitra,2,116.564,1.0,891382,10.35
Kentitra,5,306.452,3.0,1648290,10.35
Kentitra,2,72.864,1.0,445334,10.35
Kentitra,5,284.556,3.0,1496730,10.35
Kentitra,2,106.996,1.0,872085,10.35
Kentitra,6,321.356,3.0,1452698,10.35
Kentitra,6,236.716,3.0,1225143,10.35
Kentitra,5,289.616,3.0,1596653,10.35
Kentitra,5,307.28,3.0,1828607,10.35
Kentitra,3,163.484,3.0,758805,10.35
Kentitra,4,170.2,2.0,1079504,10.35
Kentitra,5,228.896,3.0,1141273,10.35
Kentitra,4,193.66,2.0,1078281,10.35
Kentitra,6,256.956,4.0,1298142,10.35
Kentitra,5,278.116,3.0,1602585,10.35
Kentitra,5,265.512,4.0,1214256,10.35
Kentitra,1,79.58,2.0,448656,10.35
Kentitra,4,151.8,3.0,799021,10.35
Kentitra,2,71.576,1.0,507023,10.35
Kentitra,3,154.56,3.0,848033,10.35
Kentitra,3,220.064,2.0,1021302,10.35
Kentitra,3,150.696,2.0,717162,10.35
Kentitra,3,214.54399999999998,2.0,1009598,10.35
Kentitra,4,173.88,3.0,1108161,10.35
Kentitra,2,109.48,1.0,853741,10.35
Kentitra,2,80.132,1.0,426930,10.35
Kentitra,1,99.084,1.0,559680,10.35
Kentitra,3,190.256,3.0,991648,10.35
Kentitra,5,301.668,4.0,1477043,10.35
Kentitra,4,209.76,2.0,1152655,10.35
Kentitra,6,293.388,4.0,1646852,10.35
Kentitra,6,307.28,4.0,1629624,10.35
Kentitra,2,91.264,2.0,511513,10.35
Kentitra,6,292.836,3.0,1703606,10.35
Kentitra,4,158.332,3.0,892559,10.35
Kentitra,5,261.096,4.0,1354630,10.35
Kentitra,1,90.52799999999999,1.0,443297,10.35
Kentitra,3,189.152,2.0,1042669,10.35
Kentitra,4,161.368,2.0,845880,10.35
Kentitra,5,283.912,3.0,1742123,10.35
Kentitra,5,308.65999999999997,3.0,1733464,10.35
Kentitra,4,192.55599999999998,2.0,1073171,10.35
Kentitra,4,184.0,3.0,944916,10.35
Kentitra,4,208.196,2.0,1121996,10.35
Kentitra,4,187.772,2.0,950504,10.35
Kentitra,4,176.456,3.0,1003085,10.35
Kentitra,3,140.11599999999999,2.0,758394,10.35
Kentitra,5,309.67199999999997,3.0,1816939,10.35
Kentitra,1,107.364,2.0,778710,10.35
Kentitra,6,310.408,4.0,1795283,10.35
Kentitra,3,192.004,2.0,1050232,10.35
Kentitra,5,259.808,4.0,1164355,10.35
Kentitra,5,292.74399999999997,4.0,1422221,10.35
Kentitra,1,97.704,1.0,699037,10.35
Kentitra,1,86.02,2.0,530958,10.35
Kentitra,5,223.744,3.0,1196776,10.35
Kentitra,1,80.96,1.0,576508,10.35
Kentitra,6,293.388,4.0,1714419,10.35
Kentitra,4,217.028,3.0,937316,10.35
Kentitra,2,109.48,1.0,738519,10.35
Kentitra,5,263.67199999999997,3.0,1270518,10.35
Kentitra,4,201.84799999999998,2.0,1178037,10.35
Kentitra,5,230.736,3.0,1232694,10.35
Kentitra,6,289.8,4.0,1763923,10.35
Kentitra,2,118.404,2.0,770820,10.35
Kentitra,6,293.94,4.0,1831803,10.35
Kentitra,6,229.172,4.0,1233180,10.35
Kentitra,4,172.59199999999998,3.0,1174306,10.35
Kentitra,5,248.4,3.0,1114371,10.35
Kentitra,2,93.564,1.0,630213,10.35
Kentitra,4,181.608,3.0,1005319,10.35
Kentitra,5,303.14,3.0,1684928,10.35
Kentitra,3,168.452,3.0,1109595,10.35
Ifran,6,253.644,4.0,1300409,10.35
Ifran,4,152.352,3.0,868276,10.35
Ifran,1,78.292,2.0,557264,10.35
Ifran,2,71.024,2.0,431880,10.35
Ifran,3,135.148,2.0,907191,10.35
Ifran,5,222.732,4.0,1193796,10.35
Ifran,1,78.016,2.0,464627,10.35
Ifran,1,102.02799999999999,2.0,834073,10.35
Ifran,4,214.82,2.0,1155681,10.35
Ifran,5,315.192,3.0,1613234,10.35
Ifran,4,146.832,2.0,801683,10.35
Ifran,4,129.352,1.0,768352,10.35
Ifran,3,140.852,2.0,926144,10.35
Ifran,1,71.024,1.0,485533,10.35
Ifran,6,279.312,3.0,1640664,10.35
Ifran,3,195.776,2.0,1193333,10.35
Ifran,2,118.036,1.0,831452,10.35
Ifran,4,175.628,3.0,992996,10.35
Ifran,4,186.852,3.0,1085178,10.35
Ifran,4,199.82399999999998,2.0,1148035,10.35
Ifran,5,295.228,3.0,1452027,10.35
Ifran,2,79.02799999999999,2.0,672907,10.35
Ifran,3,210.588,2.0,1027192,10.35
Ifran,4,172.132,2.0,929972,10.35
Ifran,6,246.652,3.0,1203010,10.35
Ifran,2,84.272,1.0,406213,10.35
Ifran,3,183.356,3.0,1111756,10.35
Ifran,4,202.768,3.0,1139440,10.35
Ifran,2,94.66799999999999,1.0,508430,10.35
Ifran,3,134.412,1.0,853121,10.35
Ifran,4,164.22,2.0,921861,10.35
Ifran,3,206.356,2.0,1002060,10.35
Ifran,6,279.588,4.0,1769699,10.35
Ifran,6,264.5,3.0,1116322,10.35
Ifran,3,204.148,3.0,1141677,10.35
Ifran,2,93.38,2.0,442304,10.35
Ifran,5,302.404,4.0,1654387,10.35
Ifran,3,219.972,2.0,1055009,10.35
Ifran,2,95.404,1.0,492676,10.35
Ifran,5,273.424,4.0,1166127,10.35
Ifran,1,87.676,1.0,626351,10.35
Ifran,6,227.792,3.0,1253124,10.35
Ifran,3,170.384,2.0,955491,10.35
Ifran,6,279.956,4.0,1501281,10.35
Ifran,6,293.94,4.0,1766380,10.35
Ifran,6,237.636,4.0,1366734,10.35
Ifran,6,288.88,4.0,1613879,10.35
Ifran,1,100.92399999999999,2.0,554165,10.35
Ifran,5,282.808,3.0,1792045,10.35
Ifran,4,188.14,2.0,1052391,10.35
Safi,5,315.74399999999997,3.0,1643530,10.35
Safi,3,166.888,2.0,1087794,10.35
Safi,2,76.176,1.0,402896,10.35
Safi,3,125.304,1.0,724585,10.35
Safi,1,110.86,2.0,892105,10.35
Safi,5,302.312,4.0,1722507,10.35
Safi,5,250.148,4.0,1185988,10.35
Safi,4,185.196,3.0,1197398,10.35
Safi,3,142.32399999999998,2.0,889683,10.35
Safi,3,150.696,2.0,783176,10.35
Safi,3,144.164,3.0,685999,10.35
Safi,4,164.128,3.0,839870,10.35
Safi,5,301.024,4.0,1548568,10.35
Safi,5,224.94,4.0,1270073,10.35
Safi,2,97.244,1.0,631733,10.35
Safi,6,224.48,3.0,1241873,10.35
Safi,3,185.932,3.0,1080391,10.35
Safi,5,256.404,3.0,1284412,10.35
Safi,5,315.56,3.0,1666465,10.35
Safi,4,183.632,2.0,1144168,10.35
Safi,5,227.05599999999998,4.0,1182119,10.35
Safi,2,102.948,1.0,729787,10.35
Safi,1,105.892,1.0,779676,10.35
Safi,3,135.7,1.0,849185,10.35
Safi,2,110.86,2.0,722124,10.35
Safi,4,195.59199999999998,3.0,928632,10.35
Safi,4,201.02,3.0,1026465,10.35
Safi,4,213.072,3.0,1088770,10.35
Safi,2,115.276,1.0,921794,10.35
Safi,6,259.808,3.0,1151401,10.35
Safi,3,140.852,2.0,853960,10.35
Safi,5,310.224,3.0,1487006,10.35
Safi,3,155.02,2.0,834322,10.35
Safi,4,183.632,2.0,1159076,10.35
Safi,4,214.728,2.0,1047978,10.35
Safi,4,216.752,3.0,1020628,10.35
Safi,6,224.296,3.0,1391136,10.35
Safi,5,313.71999999999997,3.0,1775214,10.35
Safi,6,264.592,4.0,1295126,10.35
Safi,6,258.336,4.0,1291279,10.35
Safi,5,310.68399999999997,3.0,1788174,10.35
Safi,4,147.936,3.0,887494,10.35
Safi,1,86.02,1.0,680848,10.35
Safi,4,127.972,2.0,712184,10.35
Safi,6,305.9,4.0,1642982,10.35
Safi,1,95.128,1.0,566453,10.35
Safi,4,213.072,2.0,1047881,10.35
Safi,6,267.444,4.0,1339061,10.35
Safi,5,246.928,3.0,1216556,10.35
Safi,4,208.38,3.0,946441,10.35
Berrched,5,227.332,4.0,1289083,10.35
Berrched,1,73.324,2.0,664810,10.35
Berrched,5,275.816,3.0,1129514,10.35
Berrched,5,244.168,3.0,1306909,10.35
Berrched,4,126.776,1.0,753825,10.35
Berrched,6,252.908,3.0,1142206,10.35
Berrched,3,199.364,3.0,1066436,10.35
Berrched,6,305.072,4.0,1510619,10.35
Berrched,5,321.908,3.0,1515415,10.35
Berrched,4,188.692,3.0,1135203,10.35
Berrched,4,154.83599999999998,3.0,892560,10.35
Berrched,3,190.532,2.0,977302,10.35
Berrched,3,165.876,2.0,963965,10.35
Berrched,2,101.384,1.0,740707,10.35
Berrched,5,256.956,3.0,1231341,10.35
Berrched,6,311.972,4.0,1666810,10.35
Berrched,6,235.51999999999998,4.0,1147255,10.35
Berrched,6,221.996,3.0,1243884,10.35
